标题,作者,赞同,原文链接,正文相关度分,严格小学相关度分,正文抓取状态,本地Markdown
现在北京学区房都在弱化的大前提下，学区房买还是不买？,云上观房,5,https://www.zhihu.com/question/310742721/answer/2030027171348100569,392,510,已抓取正文,output/zhihu_xicheng/markdown/561-现在北京学区房都在弱化的大前提下，学区房买还是不买？-2030027171348100569.md
学区房买北京西城东城，还是朝阳？,浮生若茶,11,https://www.zhihu.com/question/463574027/answer/2623247838,399,509,已抓取正文,output/zhihu_xicheng/markdown/533-学区房买北京西城东城，还是朝阳？-2623247838.md
孩子上学也不买房是人间清醒还是脑子进水？,话入神机,11,https://www.zhihu.com/question/1976999305190596785/answer/1978198997639390956,417,507,已抓取正文,output/zhihu_xicheng/markdown/532-孩子上学也不买房是人间清醒还是脑子进水？-1978198997639390956.md
想买北京二环内胡同的平房 有风险吗？,三人行,23,https://www.zhihu.com/question/265691235/answer/2789700019,402,506,已抓取正文,output/zhihu_xicheng/markdown/1024-想买北京二环内胡同的平房-有风险吗？-2789700019.md
北京2000万买房，学区属性，海淀还是西城？,lawyer-law,1,https://www.zhihu.com/question/540647126/answer/2555688547,418,504,已抓取正文,output/zhihu_xicheng/markdown/168-北京2000万买房，学区属性，海淀还是西城？-2555688547.md
北京二环内“老破小”的末日，是不是已经或是马上来了？尽早下车为宜？,京房社,15,https://www.zhihu.com/question/586461603/answer/3274933732,413,504,已抓取正文,output/zhihu_xicheng/markdown/905-北京二环内“老破小”的末日，是不是已经或是马上来了？尽早下车为宜？-3274933732.md
德胜学区小升初家长的困扰，一起聊聊吧?,三人行,0,https://www.zhihu.com/question/529358515/answer/1958970485292397540,422,500,已抓取正文,output/zhihu_xicheng/markdown/523-德胜学区小升初家长的困扰，一起聊聊吧-1958970485292397540.md
有北京西城户口但没房产，能上西城的小学吗？,任昊天,1,https://www.zhihu.com/question/448152070/answer/1800400297,414,500,已抓取正文,output/zhihu_xicheng/markdown/289-有北京西城户口但没房产，能上西城的小学吗？-1800400297.md
西城皇城根小学怎么样？,我叫小博,1,https://www.zhihu.com/question/475297285/answer/3247844441,424,497,已抓取正文,output/zhihu_xicheng/markdown/288-西城皇城根小学怎么样？-3247844441.md
北京西城带学区的平房值得买吗？未来会不会升值？,深度思考,6,https://www.zhihu.com/question/570751900/answer/3460221528,426,495,已抓取正文,output/zhihu_xicheng/markdown/361-北京西城带学区的平房值得买吗？未来会不会升值？-3460221528.md
北京市西城区学区房如果有能力买，是不是最好是买呢？,美京京,2,https://www.zhihu.com/question/436250033/answer/1704760392,408,495,已抓取正文,output/zhihu_xicheng/markdown/073-北京市西城区学区房如果有能力买，是不是最好是买呢？-1704760392.md
到底该不该买西城学区房？,我叫小博,3,https://www.zhihu.com/question/335238955/answer/3206175613,418,494,已抓取正文,output/zhihu_xicheng/markdown/267-到底该不该买西城学区房？-3206175613.md
西城小学排名？,我叫小博,0,https://www.zhihu.com/question/56343561/answer/3243593363,404,494,已抓取正文,output/zhihu_xicheng/markdown/414-西城小学排名？-3243593363.md
北京学区房，东城or西城？,云上观房,2,https://www.zhihu.com/question/488418020/answer/1982907988437132578,358,493,已抓取正文,output/zhihu_xicheng/markdown/599-北京学区房，东城or西城？-1982907988437132578.md
西城区初中排名前几位的学校有哪些？,北京思有方教育,3,https://www.zhihu.com/question/473983754/answer/3341658347,474,492,已抓取正文,output/zhihu_xicheng/markdown/152-西城区初中排名前几位的学校有哪些？-3341658347.md
学区房很重要吗？是否要去拼一把学区房？,三人行,1,https://www.zhihu.com/question/548442400/answer/1997990930968500004,373,491,已抓取正文,output/zhihu_xicheng/markdown/788-学区房很重要吗？是否要去拼一把学区房？-1997990930968500004.md
西城陶白和东城区学期和平里、安交片区选择，选哪个更好呢，全部预算550万，孩子计划初中转校过去?,王一,4,https://www.zhihu.com/question/462737988/answer/1917236035139659657,421,490,已抓取正文,output/zhihu_xicheng/markdown/469-西城陶白和东城区学期和平里、安交片区选择，选哪个更好呢，全部预算550万，孩子计划初中转校过去-1917236035139659657.md
北京西城德胜学区房还值得购买吗？,棉花糖,3,https://www.zhihu.com/question/594291824/answer/3142704686,432,489,已抓取正文,output/zhihu_xicheng/markdown/283-北京西城德胜学区房还值得购买吗？-3142704686.md
北京朝阳实验小学，放到西城是个什么水准？,任威康,0,https://www.zhihu.com/question/447582407/answer/3022174027,411,489,已抓取正文,output/zhihu_xicheng/markdown/365-北京朝阳实验小学，放到西城是个什么水准？-3022174027.md
非京籍北京，上学及购房问题，希望明白人指点?,私立学校指南,1,https://www.zhihu.com/question/412641403/answer/74667154764,494,488,已抓取正文,output/zhihu_xicheng/markdown/810-非京籍北京，上学及购房问题，希望明白人指点-74667154764.md
北京市西城区学区房如果有能力买，是不是最好是买呢？,风中散发,6,https://www.zhihu.com/question/436250033/answer/1718944729,400,488,已抓取正文,output/zhihu_xicheng/markdown/057-北京市西城区学区房如果有能力买，是不是最好是买呢？-1718944729.md
金融街学区房买哪个？,孙庆磊,2,https://www.zhihu.com/question/433347794/answer/2881181020,397,486,已抓取正文,output/zhihu_xicheng/markdown/250-金融街学区房买哪个？-2881181020.md
北京西城 2023 年计划再新增义务教育学位 1 万个，这对保障学生接受教育有何影响？,三人行,0,https://www.zhihu.com/question/577147735/answer/1935643475895907321,384,485,已抓取正文,output/zhihu_xicheng/markdown/879-北京西城-2023-年计划再新增义务教育学位-1-万个，这对保障学生接受教育有何影响？-1935643475895907321.md
选北京四中还是北师大实验呢?,清梦,61,https://www.zhihu.com/question/570576581/answer/2839968297,535,478,已抓取正文,output/zhihu_xicheng/markdown/725-选北京四中还是北师大实验呢-2839968297.md
西城小学排名？,三人行,2,https://www.zhihu.com/question/56343561/answer/2323409809,410,478,已抓取正文,output/zhihu_xicheng/markdown/253-西城小学排名？-2323409809.md
北京西城带学区的平房值得买吗？未来会不会升值？,三人行,7,https://www.zhihu.com/question/570751900/answer/2789729039,384,478,已抓取正文,output/zhihu_xicheng/markdown/802-北京西城带学区的平房值得买吗？未来会不会升值？-2789729039.md
该买房还是该保留孩子西城的集体户？,开心感恩,41,https://www.zhihu.com/question/265455945/answer/1019191664,468,477,已抓取正文,output/zhihu_xicheng/markdown/319-该买房还是该保留孩子西城的集体户？-1019191664.md
海淀二流二类小学，西城最差学区，如何选择？,xiaoweiwei,67,https://www.zhihu.com/question/445389155/answer/2584104997,419,476,已抓取正文,output/zhihu_xicheng/markdown/261-海淀二流二类小学，西城最差学区，如何选择？-2584104997.md
如何评价北京西城和东城五所高中登记入学？,三人行,4,https://www.zhihu.com/question/523989147/answer/131187257059,419,476,已抓取正文,output/zhihu_xicheng/markdown/850-如何评价北京西城和东城五所高中登记入学？-131187257059.md
731政策后，西城学区房还值不值得买？,西城康sir,4,https://www.zhihu.com/question/428603261/answer/2418224193,409,476,已抓取正文,output/zhihu_xicheng/markdown/104-731政策后，西城学区房还值不值得买？-2418224193.md
你会给娃买学区房么?,雪儿麻麻717,67,https://www.zhihu.com/question/541505634/answer/2923480636,388,476,已抓取正文,output/zhihu_xicheng/markdown/487-你会给娃买学区房么-2923480636.md
北京西城广外和海淀羊坊店学区选择哪一个更好？,深度思考,19,https://www.zhihu.com/question/521548832/answer/3479868088,375,476,已抓取正文,output/zhihu_xicheng/markdown/339-北京西城广外和海淀羊坊店学区选择哪一个更好？-3479868088.md
北京西城广外和海淀羊坊店学区选择哪一个更好？,慢琢玖居,2,https://www.zhihu.com/question/521548832/answer/93891848254,364,476,已抓取正文,output/zhihu_xicheng/markdown/385-北京西城广外和海淀羊坊店学区选择哪一个更好？-93891848254.md
展览路和新街口片区综合来说哪个更好一些？,北京叮当,0,https://www.zhihu.com/question/459397145/answer/3050792277,442,475,已抓取正文,output/zhihu_xicheng/markdown/651-展览路和新街口片区综合来说哪个更好一些？-3050792277.md
在北京买学区房大概价位在600左右，是选西城还是海淀，最近关注了中关村二小？,北京叮当,1,https://www.zhihu.com/question/66339173/answer/3046978323,406,475,已抓取正文,output/zhihu_xicheng/markdown/684-在北京买学区房大概价位在600左右，是选西城还是海淀，最近关注了中关村二小？-3046978323.md
北京的教育资源有多好？,懂升学的靓靓,8,https://www.zhihu.com/question/663367272/answer/1971844120348722611,415,473,已抓取正文,output/zhihu_xicheng/markdown/727-北京的教育资源有多好？-1971844120348722611.md
【独家】西城区2024调剂情况汇总，731前+731后，家长们如何看待？,北京叮当,1,https://www.zhihu.com/question/661166860/answer/3561978837,396,473,已抓取正文,output/zhihu_xicheng/markdown/106-【独家】西城区2024调剂情况汇总，731前+731后，家长们如何看待？-3561978837.md
目前住在东坝北京中学旁边的小区，是否要换到东城或者西城的小学区房？,轻松家长,16,https://www.zhihu.com/question/540050390/answer/3052390405,418,472,已抓取正文,output/zhihu_xicheng/markdown/186-目前住在东坝北京中学旁边的小区，是否要换到东城或者西城的小学区房？-3052390405.md
如何看待北京海淀万柳顶级学区房降价 400 万没人买？,我叫小博,1,https://www.zhihu.com/question/489895211/answer/3205854611,386,470,已抓取正文,output/zhihu_xicheng/markdown/890-如何看待北京海淀万柳顶级学区房降价-400-万没人买？-3205854611.md
为什么海淀高考成绩比西城高这么多，大家还是推荐西城学区房呢？,老污龟,294,https://www.zhihu.com/question/465845074/answer/2364466215,444,469,已抓取正文,output/zhihu_xicheng/markdown/654-为什么海淀高考成绩比西城高这么多，大家还是推荐西城学区房呢？-2364466215.md
娃2027年9月上小学，想在西城区买学区房，首套置换，总价700左右，希望提一些建议？,劝你别买房,3,https://www.zhihu.com/question/665293539/answer/3623676723,384,469,已抓取正文,output/zhihu_xicheng/markdown/044-娃2027年9月上小学，想在西城区买学区房，首套置换，总价700左右，希望提一些建议？-3623676723.md
北京西城区的正泽学校，具体情况怎么样？普通家庭孩子去了会不会被排挤？,北京升学刘老师,14,https://www.zhihu.com/question/264824815/answer/3317854388,419,468,已抓取正文,output/zhihu_xicheng/markdown/098-北京西城区的正泽学校，具体情况怎么样？普通家庭孩子去了会不会被排挤？-3317854388.md
有没有懂北京学区的，懂得大佬分析下，准备刚需买房?,云上观房,7,https://www.zhihu.com/question/630328111/answer/3584982881,353,464,已抓取正文,output/zhihu_xicheng/markdown/884-有没有懂北京学区的，懂得大佬分析下，准备刚需买房-3584982881.md
如何看待北京西城区实行多校区划片入学？,幸福知多少,0,https://www.zhihu.com/question/392889765/answer/1913180571758236849,392,462,已抓取正文,output/zhihu_xicheng/markdown/108-如何看待北京西城区实行多校区划片入学？-1913180571758236849.md
北京西城区学区房房价理智吗?,孙庆磊,2,https://www.zhihu.com/question/441058285/answer/2881184857,377,462,已抓取正文,output/zhihu_xicheng/markdown/153-北京西城区学区房房价理智吗-2881184857.md
到底该不该买西城学区房？,孙庆磊,1,https://www.zhihu.com/question/335238955/answer/2882811059,406,461,已抓取正文,output/zhihu_xicheng/markdown/519-到底该不该买西城学区房？-2882811059.md
你会选择海淀万寿路学区还是西城陶白上学？,鸿志万里,2,https://www.zhihu.com/question/470928048/answer/3298479111,483,458,已抓取正文,output/zhihu_xicheng/markdown/600-你会选择海淀万寿路学区还是西城陶白上学？-3298479111.md
准备在北京买房，想要一步到位考虑海淀西城朝阳，考虑学区，有什么建议？,云上观房,0,https://www.zhihu.com/question/350008075/answer/1994852694247089188,356,456,已抓取正文,output/zhihu_xicheng/markdown/375-准备在北京买房，想要一步到位考虑海淀西城朝阳，考虑学区，有什么建议？-1994852694247089188.md
北京八中怎么样？,安风,94,https://www.zhihu.com/question/68246110/answer/1131122209,410,451,已抓取正文,output/zhihu_xicheng/markdown/942-北京八中怎么样？-1131122209.md
预算600W选西城广外还是东崇前？,三人行,1,https://www.zhihu.com/question/1947832985379381370/answer/1951609078532005994,425,450,已抓取正文,output/zhihu_xicheng/markdown/204-预算600W选西城广外还是东崇前？-1951609078532005994.md
现在入手西城北小广外学区房，26幼升小会被调剂到三义里吗？,三人行,1,https://www.zhihu.com/question/8342436176/answer/74638803325,378,449,已抓取正文,output/zhihu_xicheng/markdown/025-现在入手西城北小广外学区房，26幼升小会被调剂到三义里吗？-74638803325.md
北京二胎家庭想买学区房（目标西城），现在昌平，27年入小学有什么建议？,喜欢嗨唱的小波,0,https://www.zhihu.com/question/1976670303699629393/answer/1980005540542308903,378,449,已抓取正文,output/zhihu_xicheng/markdown/191-北京二胎家庭想买学区房（目标西城），现在昌平，27年入小学有什么建议？-1980005540542308903.md
北京总价600万以下学区房，买哪里比较好？,阿牛买房,1,https://www.zhihu.com/question/435992742/answer/1971943358982240142,367,449,已抓取正文,output/zhihu_xicheng/markdown/678-北京总价600万以下学区房，买哪里比较好？-1971943358982240142.md
如何往北京西城区转学？,北京叮当,5,https://www.zhihu.com/question/518331796/answer/3106591966,462,448,已抓取正文,output/zhihu_xicheng/markdown/223-如何往北京西城区转学？-3106591966.md
10年后，北京还会有学区房的概念吗？,秋天的布拉格,3409,https://www.zhihu.com/question/4605623690/answer/48449000416,435,447,已抓取正文,output/zhihu_xicheng/markdown/881-10年后，北京还会有学区房的概念吗？-48449000416.md
在北京，为了孩子上个好学校，高价买学区房真的值得吗？,心平如镜,2,https://www.zhihu.com/question/1960310370351691329/answer/1960834860097728551,384,447,已抓取正文,output/zhihu_xicheng/markdown/742-在北京，为了孩子上个好学校，高价买学区房真的值得吗？-1960834860097728551.md
北京二胎家庭想买学区房（目标西城），现在昌平，27年入小学有什么建议？,三人行,0,https://www.zhihu.com/question/1976670303699629393/answer/2017545416590243484,360,446,已抓取正文,output/zhihu_xicheng/markdown/208-北京二胎家庭想买学区房（目标西城），现在昌平，27年入小学有什么建议？-2017545416590243484.md
北京市西城区2021年实施多校划片是什么意思？,刘俊说房,0,https://www.zhihu.com/question/455310437/answer/1841941786,372,445,已抓取正文,output/zhihu_xicheng/markdown/184-北京市西城区2021年实施多校划片是什么意思？-1841941786.md
北京取消学区房会造成那些影响？,星空财研,11,https://www.zhihu.com/question/312842482/answer/1229956973,361,445,已抓取正文,output/zhihu_xicheng/markdown/921-北京取消学区房会造成那些影响？-1229956973.md
为什么我感觉到学区房没有想象中那么重要？,Adonis.马帅,9,https://www.zhihu.com/question/457714125/answer/2010756980202022658,359,445,已抓取正文,output/zhihu_xicheng/markdown/758-为什么我感觉到学区房没有想象中那么重要？-2010756980202022658.md
2028年幼升小，北京东城区和平里学区和西城区陶白学区怎么选？,京学区字典,1,https://www.zhihu.com/question/556040068/answer/3517206092,384,442,已抓取正文,output/zhihu_xicheng/markdown/244-2028年幼升小，北京东城区和平里学区和西城区陶白学区怎么选？-3517206092.md
北京731后，为孩子上学换房建议?,三人行,0,https://www.zhihu.com/question/421594637/answer/1964776915622691244,392,440,已抓取正文,output/zhihu_xicheng/markdown/933-北京731后，为孩子上学换房建议-1964776915622691244.md
要不要换到德胜学区?,北京叮当,4,https://www.zhihu.com/question/549368621/answer/3059425537,390,440,已抓取正文,output/zhihu_xicheng/markdown/716-要不要换到德胜学区-3059425537.md
想在北京西城区买房，有哪些区域推荐呢？,深度思考,1,https://www.zhihu.com/question/1995435165485405826/answer/1999875486994670276,380,439,已抓取正文,output/zhihu_xicheng/markdown/179-想在北京西城区买房，有哪些区域推荐呢？-1999875486994670276.md
到底该不该买西城学区房？,天一,30,https://www.zhihu.com/question/335238955/answer/1695413545,350,438,已抓取正文,output/zhihu_xicheng/markdown/320-到底该不该买西城学区房？-1695413545.md
有北京西城户口但没房产，能上西城的小学吗？,jinyu,1,https://www.zhihu.com/question/448152070/answer/2978326726,382,437,已抓取正文,output/zhihu_xicheng/markdown/306-有北京西城户口但没房产，能上西城的小学吗？-2978326726.md
为什么北京西城的教育更加均衡，而海淀的教育两极分化严重？,晨兴,105,https://www.zhihu.com/question/593150798/answer/1972603800452838360,403,436,已抓取正文,output/zhihu_xicheng/markdown/448-为什么北京西城的教育更加均衡，而海淀的教育两极分化严重？-1972603800452838360.md
在北京，300万左右能买什么学区房？,我叫小博,2,https://www.zhihu.com/question/2030023731863605467/answer/2031314832096506777,353,433,已抓取正文,output/zhihu_xicheng/markdown/761-在北京，300万左右能买什么学区房？-2031314832096506777.md
东城西城哪几个学区性价比最高相对安全？,慢琢玖居,5,https://www.zhihu.com/question/470439287/answer/83278648254,352,433,已抓取正文,output/zhihu_xicheng/markdown/404-东城西城哪几个学区性价比最高相对安全？-83278648254.md
西城区初中排名前几位的学校有哪些？,京考学习圈,18,https://www.zhihu.com/question/473983754/answer/3066624604,411,432,已抓取正文,output/zhihu_xicheng/markdown/024-西城区初中排名前几位的学校有哪些？-3066624604.md
北京有没有必要买学区房？,劝你别买房,18,https://www.zhihu.com/question/667983580/answer/1974131116911902905,348,432,已抓取正文,output/zhihu_xicheng/markdown/757-北京有没有必要买学区房？-1974131116911902905.md
非京籍在北京幼升小需要准备的四证是什么？,私立学校指南,0,https://www.zhihu.com/question/1979114812253425700/answer/1979208624296440951,448,430,已抓取正文,output/zhihu_xicheng/markdown/1011-非京籍在北京幼升小需要准备的四证是什么？-1979208624296440951.md
北京四中是一所怎样的中学？,我叫小博,6,https://www.zhihu.com/question/27035507/answer/3240232080,421,430,已抓取正文,output/zhihu_xicheng/markdown/759-北京四中是一所怎样的中学？-3240232080.md
怎样评价北京学区房多校划片、六年一名额新政？,京城傅少a,3,https://www.zhihu.com/question/392758408/answer/2417030684,354,430,已抓取正文,output/zhihu_xicheng/markdown/495-怎样评价北京学区房多校划片、六年一名额新政？-2417030684.md
2028年幼升小，北京东城区和平里学区和西城区陶白学区怎么选？,慢琢玖居,2,https://www.zhihu.com/question/556040068/answer/112024080053,316,429,已抓取正文,output/zhihu_xicheng/markdown/202-2028年幼升小，北京东城区和平里学区和西城区陶白学区怎么选？-112024080053.md
为什么海淀高考成绩比西城高这么多，大家还是推荐西城学区房呢？,楠爷,268,https://www.zhihu.com/question/465845074/answer/2680671835,404,427,已抓取正文,output/zhihu_xicheng/markdown/377-为什么海淀高考成绩比西城高这么多，大家还是推荐西城学区房呢？-2680671835.md
西城西长安街学区与什刹海学区怎么选，转学过去的，更看重初中，求推荐。?,孙庆磊,1,https://www.zhihu.com/question/442069606/answer/2886489460,361,423,已抓取正文,output/zhihu_xicheng/markdown/132-西城西长安街学区与什刹海学区怎么选，转学过去的，更看重初中，求推荐。-2886489460.md
2026年了，学区房还有必要买吗？,莎莎来了哦,0,https://www.zhihu.com/question/2021950372881671499/answer/2034303287323776588,323,423,已抓取正文,output/zhihu_xicheng/markdown/693-2026年了，学区房还有必要买吗？-2034303287323776588.md
北京西城区学区房房价理智吗?,无语,10,https://www.zhihu.com/question/441058285/answer/2294478860,352,420,已抓取正文,output/zhihu_xicheng/markdown/111-北京西城区学区房房价理智吗-2294478860.md
北京西城区黄城根小学今年调剂严重吗？有片区内的家长知道吗？跪求真实答案！？,大明白,1,https://www.zhihu.com/question/554470825/answer/2681635079,343,420,已抓取正文,output/zhihu_xicheng/markdown/014-北京西城区黄城根小学今年调剂严重吗？有片区内的家长知道吗？跪求真实答案！？-2681635079.md
西城广内和东城龙体小学怎样取舍？,三人行,5,https://www.zhihu.com/question/514972853/answer/3350539884,436,419,已抓取正文,output/zhihu_xicheng/markdown/731-西城广内和东城龙体小学怎样取舍？-3350539884.md
西城区孩子上学学区房731政策之后会有改动吗？,三人行,2,https://www.zhihu.com/question/12190068343/answer/1903384193590880134,351,418,已抓取正文,output/zhihu_xicheng/markdown/030-西城区孩子上学学区房731政策之后会有改动吗？-1903384193590880134.md
北京2000万买房，学区属性，海淀还是西城？,秋天的布拉格,17,https://www.zhihu.com/question/540647126/answer/48795646194,329,418,已抓取正文,output/zhihu_xicheng/markdown/340-北京2000万买房，学区属性，海淀还是西城？-48795646194.md
北京东城、西城、海淀、去哪所小学比较好？,北京-金融小玥,2,https://www.zhihu.com/question/648926968/answer/3494912336,349,417,已抓取正文,output/zhihu_xicheng/markdown/406-北京东城、西城、海淀、去哪所小学比较好？-3494912336.md
是否有已经入学正泽小学的家长谈谈入学过程及入学后情况？,轻松家长,22,https://www.zhihu.com/question/286445523/answer/3074744432,374,413,已抓取正文,output/zhihu_xicheng/markdown/559-是否有已经入学正泽小学的家长谈谈入学过程及入学后情况？-3074744432.md
怎么给孩子选小学？,张小熊,15,https://www.zhihu.com/question/407340593/answer/1343659000,344,413,已抓取正文,output/zhihu_xicheng/markdown/951-怎么给孩子选小学？-1343659000.md
北京集体户口无房子女能否上学？,三人行,7,https://www.zhihu.com/question/57427584/answer/3491520811,380,412,已抓取正文,output/zhihu_xicheng/markdown/776-北京集体户口无房子女能否上学？-3491520811.md
5月买的西城实验二小德胜学区房子，女儿明年上学，如7月31日后落户，多校划片是否可能上个更好的学校?,见盛,0,https://www.zhihu.com/question/398381416/answer/1256705632,347,409,已抓取正文,output/zhihu_xicheng/markdown/006-5月买的西城实验二小德胜学区房子，女儿明年上学，如7月31日后落户，多校划片是否可能上个更好的学校-1256705632.md
西城德胜真的不能入手了吗？,慢琢玖居,2,https://www.zhihu.com/question/551867317/answer/3550035549,369,408,已抓取正文,output/zhihu_xicheng/markdown/853-西城德胜真的不能入手了吗？-3550035549.md
月坛是不是西城教改后最差的学区？,慢琢玖居,4,https://www.zhihu.com/question/266796913/answer/3585914544,353,407,已抓取正文,output/zhihu_xicheng/markdown/326-月坛是不是西城教改后最差的学区？-3585914544.md
北京西城区学区房如果是四老的房子可以入学吗？,开放学习,1,https://www.zhihu.com/question/646945702/answer/3447433659,334,406,已抓取正文,output/zhihu_xicheng/markdown/070-北京西城区学区房如果是四老的房子可以入学吗？-3447433659.md
北京西城广内学区北京小学和大椿天学区第一实验小学前门分校从长远来看选择哪个？,专营平房四合院,0,https://www.zhihu.com/question/555609703/answer/2704787890,338,404,已抓取正文,output/zhihu_xicheng/markdown/092-北京西城广内学区北京小学和大椿天学区第一实验小学前门分校从长远来看选择哪个？-2704787890.md
没有北京户口，用工作居住证跟学区房能保证给孩子上学么？,看山,0,https://www.zhihu.com/question/285390805/answer/2752098318,386,403,已抓取正文,output/zhihu_xicheng/markdown/770-没有北京户口，用工作居住证跟学区房能保证给孩子上学么？-2752098318.md
为什么海淀高考成绩比西城高这么多，大家还是推荐西城学区房呢？,西西侃房,33,https://www.zhihu.com/question/465845074/answer/2377068876,342,403,已抓取正文,output/zhihu_xicheng/markdown/661-为什么海淀高考成绩比西城高这么多，大家还是推荐西城学区房呢？-2377068876.md
北京市西城区取消学区房会造成什么影响？,中文系谢葳,16,https://www.zhihu.com/question/470234814/answer/1997936469,332,401,已抓取正文,output/zhihu_xicheng/markdown/194-北京市西城区取消学区房会造成什么影响？-1997936469.md
北京海淀区六年一学位政策是什么意思？,三人行,0,https://www.zhihu.com/question/521103229/answer/39249108229,322,400,已抓取正文,output/zhihu_xicheng/markdown/839-北京海淀区六年一学位政策是什么意思？-39249108229.md
西城集体户口，孩子可以在西城上学吗？,浩云子,0,https://www.zhihu.com/question/535935930/answer/2519673140,392,397,已抓取正文,output/zhihu_xicheng/markdown/351-西城集体户口，孩子可以在西城上学吗？-2519673140.md
我有北京市西城区工作居住证，没用北京户口，房子在丰台，如果在西城租房的话，可以上哪些小学？,小智智囊团,1,https://www.zhihu.com/question/638157724/answer/3358304501,386,397,已抓取正文,output/zhihu_xicheng/markdown/124-我有北京市西城区工作居住证，没用北京户口，房子在丰台，如果在西城租房的话，可以上哪些小学？-3358304501.md
预算一千万左右，在北京买房有何推荐？,我叫小博,0,https://www.zhihu.com/question/444371086/answer/3251471774,339,397,已抓取正文,output/zhihu_xicheng/markdown/892-预算一千万左右，在北京买房有何推荐？-3251471774.md
西城工作居住证幼升小：北京西城区工作居住证西城租房，孩子能再西城区上小学吗？西城区的话哪里租房最便宜？,哲哲,1,https://www.zhihu.com/question/600376211/answer/3029119433,372,396,已抓取正文,output/zhihu_xicheng/markdown/117-西城工作居住证幼升小：北京西城区工作居住证西城租房，孩子能再西城区上小学吗？西城区的话哪里租房最便宜？-3029119433.md
金融街学区房买哪个？,知乎用户DPKXCs,2,https://www.zhihu.com/question/433347794/answer/1618581762,328,395,已抓取正文,output/zhihu_xicheng/markdown/740-金融街学区房买哪个？-1618581762.md
请问大家觉得买西城月坛的学区房还是东城和平里的学区房好一些呢？,轻松家长,3,https://www.zhihu.com/question/543253512/answer/2937704798,327,395,已抓取正文,output/zhihu_xicheng/markdown/389-请问大家觉得买西城月坛的学区房还是东城和平里的学区房好一些呢？-2937704798.md
孩子要上学选房，单从教学质量讲，西城黄城根小学和三里河三小哪个好？现在黄小是一类二级，三三是一类一级？,大明白,1,https://www.zhihu.com/question/406239365/answer/2681467180,327,395,已抓取正文,output/zhihu_xicheng/markdown/037-孩子要上学选房，单从教学质量讲，西城黄城根小学和三里河三小哪个好？现在黄小是一类二级，三三是一类一级？-2681467180.md
北京学区房怎么买？,云上观房,14,https://www.zhihu.com/question/31079338/answer/1996919228473811586,304,390,已抓取正文,output/zhihu_xicheng/markdown/1025-北京学区房怎么买？-1996919228473811586.md
如何看待今年八中少素和人大附早陪都锁区了？,研究性学习,9,https://www.zhihu.com/question/543644075/answer/2577701815,362,389,已抓取正文,output/zhihu_xicheng/markdown/960-如何看待今年八中少素和人大附早陪都锁区了？-2577701815.md
孩子上小学，好学校重要吗？,三人行,0,https://www.zhihu.com/question/657752548/answer/1935986023898251776,333,388,已抓取正文,output/zhihu_xicheng/markdown/878-孩子上小学，好学校重要吗？-1935986023898251776.md
买西城平房落户会有什么问题？,北京叮当,1,https://www.zhihu.com/question/440216861/answer/3054342578,342,387,已抓取正文,output/zhihu_xicheng/markdown/744-买西城平房落户会有什么问题？-3054342578.md
孩子26年上小学，想买西城黄城根小学片区的平房占坑，可行吗？,威盛,0,https://www.zhihu.com/question/456074441/answer/2681190335,314,387,已抓取正文,output/zhihu_xicheng/markdown/169-孩子26年上小学，想买西城黄城根小学片区的平房占坑，可行吗？-2681190335.md
现在北京的老破小学区房还能不能买了？,Freehopefish,19,https://www.zhihu.com/question/488587925/answer/60478412943,312,384,已抓取正文,output/zhihu_xicheng/markdown/583-现在北京的老破小学区房还能不能买了？-60478412943.md
西城（海淀、东城学区）转学哪位大神普及一下？,三人行,10,https://www.zhihu.com/question/552231274/answer/2663491671,386,383,已抓取正文,output/zhihu_xicheng/markdown/468-西城（海淀、东城学区）转学哪位大神普及一下？-2663491671.md
北京市西城区取消学区房会造成什么影响？,百谷,6,https://www.zhihu.com/question/470234814/answer/1996379777,322,381,已抓取正文,output/zhihu_xicheng/markdown/166-北京市西城区取消学区房会造成什么影响？-1996379777.md
2026年了，学区房还有必要买吗？,Wild Bear,0,https://www.zhihu.com/question/2021950372881671499/answer/2033587873514009459,291,381,已抓取正文,output/zhihu_xicheng/markdown/629-2026年了，学区房还有必要买吗？-2033587873514009459.md
现在太阳宫学区是否是北京最牛学区？,寒霜F,2,https://www.zhihu.com/question/41508085/answer/1471388258,327,380,已抓取正文,output/zhihu_xicheng/markdown/972-现在太阳宫学区是否是北京最牛学区？-1471388258.md
北京这两年不建议买房吗？,话入神机,11,https://www.zhihu.com/question/598252900/answer/1978246060448165901,300,380,已抓取正文,output/zhihu_xicheng/markdown/906-北京这两年不建议买房吗？-1978246060448165901.md
2026年了，学区房还有必要买吗？,阿宝成长之路,5,https://www.zhihu.com/question/2021950372881671499/answer/2021966477842989338,269,377,已抓取正文,output/zhihu_xicheng/markdown/382-2026年了，学区房还有必要买吗？-2021966477842989338.md
非京籍孩子在北京幼升小有哪些要求？,国际探校,2,https://www.zhihu.com/question/657633225/answer/3516337332,457,375,已抓取正文,output/zhihu_xicheng/markdown/1033-非京籍孩子在北京幼升小有哪些要求？-3516337332.md
